datum,stadt,ort,titel,hinweis,link
2025-10-16,Hamburg,Motte,DIE ANTHOLOGIE MEIN DORF - MEINE STADT - MEIN VIERTEL - Hier ist mein Herz zu Hause (Hg. Textfabrique51) wird auch in Hamburg vorgestellt!,"""",https://shop.tredition.com/booktitle/Mein_Dorf_meine_Stadt_mein_Viertel_-_hier_ist_mein_Herz_zu_Hause/W-305-847-266
